unit,category,label,score,object-label,object-truth,object-activation,object-intersect,object-iou,color-label,color-truth,color-activation,color-intersect,color-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,part-label,part-truth,part-activation,part-intersect,part-iou
328,scene,airport_terminal-s,0.037925501937225103,tvmonitor,1019561,1888661.0,72679,0.025631422270796105,purple-c,10857154,2927975.0,71869,0.0052408398878166099,glass,2246413,872761.0,28051,0.009074695507102111,airport_terminal-s,1480192,901080.0,87011,0.037925501937225103,,24924928,0.0,204234,0.0082616612624224865,screen,677188,1089329.0,54065,0.031571687848768897
419,scene,desert-sand-s,0.037898860644571757,sky,36650907,2172493.0,602546,0.015764849210329002,blue-c,61494563,2703146.0,418908,0.0065681385261538551,leather,471292,431610.0,4239,0.0047170073765137764,desert-sand-s,275968,957553.0,45042,0.037898860644571757,,24924928,0.0,154705,0.0062456038445838783,coach,689166,1147174.0,16532,0.0090844748456980085
728,part,headboard,0.037868092333932936,pillow,437444,1609565.0,40629,0.020249902810035986,brown-c,182265724,2759457.0,742366,0.0040284060127907207,fabric,8556493,1039639.0,107061,0.011282558640355836,bedroom-s,19167232,986396.0,396178,0.020052081619844665,,24924928,0.0,80419,0.003236892304854968,headboard,500152,948058.0,52840,0.037868092333932936
591,object,chair,0.03786390641483503,chair,4633108,2362760.0,255227,0.03786390641483503,green-c,63326720,2898386.0,422703,0.0064238231543003073,carpet,4416400,675368.0,23037,0.0045449245580402673,street-s,28111104,1711517.0,755144,0.025979000516625505,,24924928,0.0,62885,0.002529357704031,back,593570,1455583.0,37823,0.018804969845823409
1691,scene,gazebo-exterior-s,0.037826139510827451,plant,3760075,2829155.0,150664,0.023400241606593767,green-c,63326720,3096140.0,615245,0.0093491459916910831,foliage,30350,204143.0,426,0.0018199917117748337,gazebo-exterior-s,363776,1791298.0,78547,0.037826139510827451,crosshatched,1743616,62760.0,20554,0.011509545744200709,roof,443437,846600.0,8558,0.0066782210243008277
1236,scene,art_studio-s,0.03779704698982083,boat,1245134,1068502.0,25742,0.011251395388073048,orange-c,30348501,2352938.0,143234,0.0043993211542221076,food,1104991,1203286.0,9931,0.0043209334016723333,art_studio-s,1229312,449854.0,61156,0.03779704698982083,smeared,1869056,114841.0,10974,0.0055623052698964941,hand,398768,656392.0,2953,0.0028064819945124867
145,object,car,0.037653485745814792,car,5354795,2573935.0,287711,0.037653485745814792,black-c,139916835,3059756.0,709942,0.0049902208633591984,glass,2246413,535594.0,6649,0.0023957269656743382,shoe_shop-s,577024,1829719.0,75883,0.032555794856833957,,24924928,0.0,229015,0.0092733967762196109,shop window,233888,1383119.0,35175,0.022236874712358835
1305,scene,pagoda-s,0.037608454423857907,house,1833277,1538296.0,55588,0.016763646397676708,green-c,63326720,2699572.0,357623,0.005445869475441934,metal,3464654,569132.0,32409,0.0080994617602890197,pagoda-s,137984,590441.0,26402,0.037608454423857907,spiralled,1605632,247273.0,33006,0.018136171293022304,body,1291612,775587.0,21909,0.010711928381794269
1334,object,building,0.037577581386416585,building,35246027,2390063.0,1363053,0.037577581386416585,grey-c,159331282,2802516.0,811675,0.0050313929974749958,glass,2246413,460438.0,7707,0.0028553496960517853,street-s,28111104,1905113.0,1017042,0.035071411514293077,,24924928,0.0,69873,0.0028112188848505868,balcony,317196,1642124.0,36833,0.019159037226259529
885,object,person,0.037528438542301368,person,14523849,2275743.0,607658,0.037528438542301368,pink-c,18491188,2965821.0,211825,0.0099704949601754442,carpet,4416400,938207.0,24990,0.0046888922787509868,classroom-s,639744,1057825.0,57105,0.034810273190999622,lacelike,1530368,72071.0,9713,0.006098349621968876,hair,1159399,1766746.0,59006,0.020580097442084253
602,scene,art_gallery-s,0.037520624328387257,painting,2207098,1325253.0,116303,0.03404606726837562,white-c,72511065,2463839.0,373115,0.0050014216147014918,ceramic,679460,858932.0,17400,0.011439902379499696,art_gallery-s,953344,885957.0,66516,0.037520624328387257,swirly,1605632,157468.0,23668,0.013606740591181488,roof,443437,839186.0,13528,0.010659564492807867
844,scene,elevator_shaft-s,0.037517924974785385,tree,21215516,1323824.0,218792,0.0098022682955633527,brown-c,182265724,2952927.0,1034701,0.0056177587677970851,wood,9805760,914532.0,48268,0.004522853396881416,elevator_shaft-s,137984,447339.0,21166,0.037517924974785385,fibrous,1831424,263520.0,39228,0.019082402433020902,hair,1159399,682066.0,14515,0.0079449355483182348
1623,scene,gazebo-exterior-s,0.037508028259473344,chair,4633108,1650305.0,185616,0.030439845734451312,black-c,139916835,2910947.0,571099,0.0040145671047313817,wood,9805760,1038245.0,61141,0.0056702004217061442,gazebo-exterior-s,363776,783158.0,41464,0.037508028259473344,,24924928,0.0,112620,0.004538876431809568,back,593570,907336.0,13870,0.0093272792319755542
524,object,motorbike,0.037416863756215779,motorbike,1440771,1827976.0,117895,0.037416863756215779,blue-c,61494563,2852328.0,365001,0.0057047548923609475,glass,2246413,449030.0,7968,0.0029648647894399017,waterfall-fan-s,250880,771812.0,23055,0.023063372004037467,smeared,1869056,436869.0,79647,0.035775855486152225,wheel,1513439,1005064.0,38677,0.015596658797835009
12,texture,frilly,0.037265937475641719,tree,21215516,2058798.0,620184,0.027376200277830134,green-c,63326720,2925956.0,688154,0.010495828826449768,fur,103337,215887.0,402,0.0012608916574138548,apartment_building-outdoor-s,928256,1388080.0,70885,0.031568268468116202,frilly,1618176,590854.0,79364,0.037265937475641719,balcony,317196,1135172.0,19940,0.013920420432999075
2012,scene,slum-s,0.037253544234788924,house,1833277,2451041.0,137884,0.033253634327713888,green-c,63326720,2905025.0,378404,0.0057461625219592119,food,1104991,424662.0,7374,0.0048440528970050828,slum-s,200704,1405118.0,57674,0.037253544234788924,,24924928,0.0,152383,0.0061512856268905762,roof,443437,1195556.0,27663,0.017167805477462716
